month,rank,char,play_rate
202511,40,LUKE,4.775
202511,40,KIMBERLY,2.706
202511,40,CHUN-LI,2.464
202511,40,MANON,2.605
202511,40,ZANGIEF,3.156
202511,40,JP,4.829
202511,40,DHALSIM,1.756
202511,40,CAMMY,3.905
202511,40,KEN,5.367
202511,40,DEE JAY,3.557
202511,40,LILY,1.189
202511,40,A.K.I.,3.092
202511,40,RASHID,2.078
202511,40,BLANKA,2.248
202511,40,JURI,4.581
202511,40,MARISA,3.659
202511,40,GUILE,2.088
202511,40,ED,3.495
202511,40,E. HONDA,2.123
202511,40,JAMIE,3.549
202511,40,AKUMA,5.76
202511,40,SAGAT,4.914
202511,40,M. BISON,4.576
202511,40,TERRY,3.636
202511,40,MAI,3.59
202511,40,ELENA,2.487
202511,40,C. VIPER,4.843
202511,41,RYU,5.641
202511,41,LUKE,4.362
202511,41,KIMBERLY,3.36
202511,41,CHUN-LI,2.753
202511,41,MANON,2.532
202511,41,ZANGIEF,2.776
202511,41,JP,5.554
202511,41,DHALSIM,2.236
202511,41,CAMMY,3.898
202511,41,KEN,4.631
202511,41,DEE JAY,4.057
202511,41,LILY,1.456
202511,41,A.K.I.,2.827
202511,41,RASHID,2.417
202511,41,BLANKA,3.394
202511,41,JURI,4.112
202511,41,MARISA,4.092
202511,41,GUILE,2.13
202511,41,ED,3.089
202511,41,E. HONDA,2.713
202511,41,JAMIE,3.555
202511,41,AKUMA,5.091
202511,41,SAGAT,4.455
202511,41,M. BISON,4.735
202511,41,TERRY,3.156
202511,41,MAI,3.676
202511,41,ELENA,2.608
202511,41,C. VIPER,4.694
202511,42,RYU,3.67
202511,42,LUKE,3.518
202511,42,KIMBERLY,3.67
202511,42,CHUN-LI,2.943
202511,42,MANON,2.57
202511,42,ZANGIEF,3.126
202511,42,JP,6.186
202511,42,DHALSIM,2.72
202511,42,CAMMY,4.414
202511,42,KEN,4.428
202511,42,DEE JAY,4.177
202511,42,LILY,2.279
202511,42,A.K.I.,2.545
202511,42,RASHID,2.955
202511,42,BLANKA,3.894
202511,42,JURI,4.047
202511,42,MARISA,4.213
202511,42,GUILE,2.294
202511,42,ED,3.54
202511,42,E. HONDA,2.742
202511,42,JAMIE,3.104
202511,42,AKUMA,3.936
202511,42,SAGAT,3.69
202511,42,M. BISON,5.005
202511,42,TERRY,2.997
202511,42,MAI,4.529
202511,42,ELENA,2.901
202511,42,C. VIPER,3.909
202512,36,RYU,9.684
202512,36,LUKE,4.02
202512,36,KIMBERLY,1.314
202512,36,CHUN-LI,1.892
202512,36,MANON,2.639
202512,36,ZANGIEF,4.533
202512,36,JP,3.702
202512,36,DHALSIM,0.79
202512,36,CAMMY,4.145
202512,36,KEN,6.055
202512,36,DEE JAY,2.464
202512,36,LILY,0.88
202512,36,A.K.I.,2.322
202512,36,RASHID,1.355
202512,36,BLANKA,1.56
202512,36,JURI,4.887
202512,36,MARISA,2.993
202512,36,GUILE,1.569
202512,36,ED,4.676
202512,36,E. HONDA,1.099
202512,36,JAMIE,4.528
202512,36,AKUMA,10.783
202512,36,SAGAT,5.527
202512,36,M. BISON,3.772
202512,36,TERRY,3.977
202512,36,MAI,4.089
202512,36,ELENA,2.226
202512,36,C. VIPER,2.521
202512,40,RYU,6.919
202512,40,LUKE,4.644
202512,40,KIMBERLY,2.294
202512,40,CHUN-LI,2.422
202512,40,MANON,2.59
202512,40,ZANGIEF,3.043
202512,40,JP,4.764
202512,40,DHALSIM,1.489
202512,40,CAMMY,3.958
202512,40,KEN,5.724
202512,40,DEE JAY,3.383
202512,40,LILY,1.062
202512,40,A.K.I.,3.051
202512,40,RASHID,2.036
202512,40,BLANKA,2.238
202512,40,JURI,4.883
202512,40,MARISA,3.27
202512,40,GUILE,1.779
202512,40,ED,4.008
202512,40,E. HONDA,1.777
202512,40,JAMIE,3.86
202512,40,AKUMA,7.068
202512,40,SAGAT,6.256
202512,40,M. BISON,4.589
202512,40,TERRY,3.866
202512,40,MAI,3.574
202512,40,ELENA,2.591
202512,40,C. VIPER,2.861
202512,41,RYU,5.706
202512,41,LUKE,4.603
202512,41,KIMBERLY,2.666
202512,41,CHUN-LI,2.386
202512,41,MANON,2.886
202512,41,ZANGIEF,2.653
202512,41,JP,5.098
202512,41,DHALSIM,1.878
202512,41,CAMMY,3.921
202512,41,KEN,5.201
202512,41,DEE JAY,4.052
202512,41,LILY,1.245
202512,41,A.K.I.,3.374
202512,41,RASHID,2.342
202512,41,BLANKA,2.661
202512,41,JURI,4.77
202512,41,MARISA,3.775
202512,41,GUILE,2.031
202512,41,ED,3.696
202512,41,E. HONDA,2.242
202512,41,JAMIE,3.507
202512,41,AKUMA,6.323
202512,41,SAGAT,6.067
202512,41,M. BISON,4.478
202512,41,TERRY,3.548
202512,41,MAI,3.323
202512,41,ELENA,2.841
202512,41,C. VIPER,2.729
202512,42,RYU,4.366
202512,42,LUKE,4.1
202512,42,KIMBERLY,3.52
202512,42,CHUN-LI,2.717
202512,42,MANON,2.671
202512,42,ZANGIEF,2.393
202512,42,JP,6.063
202512,42,DHALSIM,2.445
202512,42,CAMMY,3.829
202512,42,KEN,4.762
202512,42,DEE JAY,4.473
202512,42,LILY,1.909
202512,42,A.K.I.,3.106
202512,42,RASHID,2.616
202512,42,BLANKA,3.756
202512,42,JURI,4.163
202512,42,MARISA,4.055
202512,42,GUILE,2.146
202512,42,ED,3.495
202512,42,E. HONDA,2.788
202512,42,JAMIE,3.214
202512,42,AKUMA,4.831
202512,42,SAGAT,5.469
202512,42,M. BISON,4.526
202512,42,TERRY,3.119
202512,42,MAI,3.795
202512,42,ELENA,3.242
202512,42,C. VIPER,2.431
202601,36,RYU,9.943
202601,36,LUKE,3.962
202601,36,KIMBERLY,1.319
202601,36,CHUN-LI,2.009
202601,36,MANON,2.757
202601,36,ZANGIEF,4.63
202601,36,JP,3.677
202601,36,DHALSIM,0.769
202601,36,CAMMY,4.024
202601,36,KEN,5.87
202601,36,DEE JAY,2.502
202601,36,LILY,0.9
202601,36,A.K.I.,2.235
202601,36,RASHID,1.355
202601,36,BLANKA,1.388
202601,36,JURI,4.727
202601,36,MARISA,2.88
202601,36,GUILE,1.614
202601,36,ED,4.724
202601,36,E. HONDA,1.079
202601,36,JAMIE,4.769
202601,36,AKUMA,11.047
202601,36,SAGAT,6.054
202601,36,M. BISON,3.674
202601,36,TERRY,3.973
202601,36,MAI,4.017
202601,36,ELENA,1.955
202601,36,C. VIPER,2.148
202601,40,RYU,7.153
202601,40,LUKE,4.713
202601,40,KIMBERLY,2.232
202601,40,CHUN-LI,2.362
202601,40,MANON,2.744
202601,40,ZANGIEF,3.372
202601,40,JP,4.898
202601,40,DHALSIM,1.277
202601,40,CAMMY,3.89
202601,40,KEN,5.553
202601,40,DEE JAY,3.446
202601,40,LILY,1.087
202601,40,A.K.I.,2.73
202601,40,RASHID,1.946
202601,40,BLANKA,1.937
202601,40,JURI,4.676
202601,40,MARISA,3.134
202601,40,GUILE,1.735
202601,40,ED,3.891
202601,40,E. HONDA,1.669
202601,40,JAMIE,4.128
202601,40,AKUMA,7.412
202601,40,SAGAT,7.196
202601,40,M. BISON,4.389
202601,40,TERRY,3.9
202601,40,MAI,3.579
202601,40,ELENA,2.375
202601,40,C. VIPER,2.579
202601,41,RYU,6.042
202601,41,LUKE,4.638
202601,41,KIMBERLY,2.63
202601,41,CHUN-LI,2.393
202601,41,MANON,2.918
202601,41,ZANGIEF,2.876
202601,41,JP,5.227
202601,41,DHALSIM,1.708
202601,41,CAMMY,4.227
202601,41,KEN,5.121
202601,41,DEE JAY,3.887
202601,41,LILY,1.291
202601,41,A.K.I.,2.966
202601,41,RASHID,2.314
202601,41,BLANKA,2.398
202601,41,JURI,4.588
202601,41,MARISA,3.587
202601,41,GUILE,1.996
202601,41,ED,3.91
202601,41,E. HONDA,1.982
202601,41,JAMIE,3.814
202601,41,AKUMA,6.447
202601,41,SAGAT,6.522
202601,41,M. BISON,4.595
202601,41,TERRY,3.805
202601,41,MAI,3.203
202601,41,ELENA,2.374
202601,41,C. VIPER,2.54
202601,42,RYU,4.579
202601,42,LUKE,4.259
202601,42,KIMBERLY,3.57
202601,42,CHUN-LI,2.56
202601,42,MANON,2.783
202601,42,ZANGIEF,2.609
202601,42,JP,6.304
202601,42,DHALSIM,2.304
202601,42,CAMMY,3.65
202601,42,KEN,4.612
202601,42,DEE JAY,4.455
202601,42,LILY,1.891
202601,42,A.K.I.,3.233
202601,42,RASHID,2.677
202601,42,BLANKA,3.465
202601,42,JURI,4.469
202601,42,MARISA,4.187
202601,42,GUILE,2.002
202601,42,ED,3.757
202601,42,E. HONDA,2.432
202601,42,JAMIE,3.102
202601,42,AKUMA,5.033
202601,42,SAGAT,5.337
202601,42,M. BISON,4.474
202601,42,TERRY,3.363
202601,42,MAI,3.734
202601,42,ELENA,2.852
202601,42,C. VIPER,2.306
202602,36,RYU,9.595
202602,36,LUKE,4.428
202602,36,KIMBERLY,1.474
202602,36,CHUN-LI,2.023
202602,36,MANON,2.894
202602,36,ZANGIEF,4.442
202602,36,JP,3.929
202602,36,DHALSIM,0.828
202602,36,CAMMY,3.975
202602,36,KEN,5.812
202602,36,DEE JAY,2.651
202602,36,LILY,0.887
202602,36,A.K.I.,2.377
202602,36,RASHID,1.489
202602,36,BLANKA,1.396
202602,36,JURI,4.774
202602,36,MARISA,3.162
202602,36,GUILE,1.554
202602,36,ED,4.154
202602,36,E. HONDA,1.124
202602,36,JAMIE,4.715
202602,36,AKUMA,10.91
202602,36,SAGAT,5.425
202602,36,M. BISON,3.825
202602,36,TERRY,4.023
202602,36,MAI,3.91
202602,36,ELENA,1.974
202602,36,C. VIPER,2.251
202602,40,RYU,6.539
202602,40,LUKE,5.154
202602,40,KIMBERLY,2.782
202602,40,CHUN-LI,2.582
202602,40,MANON,2.881
202602,40,ZANGIEF,2.951
202602,40,JP,5.236
202602,40,DHALSIM,1.585
202602,40,CAMMY,3.921
202602,40,KEN,5.133
202602,40,DEE JAY,3.831
202602,40,LILY,1.18
202602,40,A.K.I.,3.08
202602,40,RASHID,2.256
202602,40,BLANKA,2.142
202602,40,JURI,4.625
202602,40,MARISA,3.592
202602,40,GUILE,1.889
202602,40,ED,3.621
202602,40,E. HONDA,1.941
202602,40,JAMIE,3.737
202602,40,AKUMA,6.609
202602,40,SAGAT,6.02
202602,40,M. BISON,4.433
202602,40,TERRY,3.758
202602,40,MAI,3.243
202602,40,ELENA,2.431
202602,40,C. VIPER,2.851
202602,41,RYU,5.326
202602,41,LUKE,4.611
202602,41,KIMBERLY,3.425
202602,41,CHUN-LI,2.672
202602,41,MANON,2.961
202602,41,ZANGIEF,2.653
202602,41,JP,5.706
202602,41,DHALSIM,2.241
202602,41,CAMMY,4.072
202602,41,KEN,4.51
202602,41,DEE JAY,4.209
202602,41,LILY,1.414
202602,41,A.K.I.,3.231
202602,41,RASHID,2.532
202602,41,BLANKA,2.921
202602,41,JURI,4.19
202602,41,MARISA,4.116
202602,41,GUILE,2.249
202602,41,ED,3.691
202602,41,E. HONDA,2.435
202602,41,JAMIE,3.291
202602,41,AKUMA,5.452
202602,41,SAGAT,5.369
202602,41,M. BISON,4.432
202602,41,TERRY,3.522
202602,41,MAI,3.096
202602,41,ELENA,2.717
202602,41,C. VIPER,2.956
202602,42,RYU,4.224
202602,42,LUKE,4.032
202602,42,KIMBERLY,3.878
202602,42,CHUN-LI,3.173
202602,42,MANON,2.544
202602,42,ZANGIEF,2.945
202602,42,JP,6.326
202602,42,DHALSIM,2.931
202602,42,CAMMY,4.145
202602,42,KEN,4.045
202602,42,DEE JAY,4.655
202602,42,LILY,1.973
202602,42,A.K.I.,2.662
202602,42,RASHID,2.8
202602,42,BLANKA,3.416
202602,42,JURI,3.891
202602,42,MARISA,3.853
202602,42,GUILE,2.151
202602,42,ED,3.465
202602,42,E. HONDA,2.952
202602,42,JAMIE,3.097
202602,42,AKUMA,4.367
202602,42,SAGAT,4.701
202602,42,M. BISON,4.499
202602,42,TERRY,3.587
202602,42,MAI,3.873
202602,42,ELENA,3.206
202602,42,C. VIPER,2.611
202603,36,RYU,8.472
202603,36,LUKE,4.393
202603,36,KIMBERLY,1.198
202603,36,CHUN-LI,1.784
202603,36,MANON,2.312
202603,36,ZANGIEF,4.197
202603,36,JP,3.687
202603,36,DHALSIM,0.748
202603,36,CAMMY,3.924
202603,36,KEN,5.912
202603,36,DEE JAY,2.347
202603,36,LILY,0.839
202603,36,A.K.I.,2.066
202603,36,RASHID,1.455
202603,36,BLANKA,1.2
202603,36,JURI,4.876
202603,36,MARISA,2.87
202603,36,GUILE,1.494
202603,36,ED,3.899
202603,36,E. HONDA,0.962
202603,36,JAMIE,4.905
202603,36,AKUMA,9.164
202603,36,SAGAT,4.532
202603,36,M. BISON,3.265
202603,36,TERRY,4.638
202603,36,MAI,3.842
202603,36,ELENA,2.01
202603,36,C. VIPER,2.244
202603,36,ALEX,6.764
202603,40,RYU,6.163
202603,40,LUKE,5.384
202603,40,KIMBERLY,2.155
202603,40,CHUN-LI,2.412
202603,40,MANON,2.188
202603,40,ZANGIEF,2.88
202603,40,JP,4.949
202603,40,DHALSIM,1.27
202603,40,CAMMY,3.921
202603,40,KEN,5.471
202603,40,DEE JAY,3.234
202603,40,LILY,1.007
202603,40,A.K.I.,2.757
202603,40,RASHID,2.103
202603,40,BLANKA,1.675
202603,40,JURI,4.89
202603,40,MARISA,3.289
202603,40,GUILE,1.774
202603,40,ED,3.352
202603,40,E. HONDA,1.635
202603,40,JAMIE,4.23
202603,40,AKUMA,5.767
202603,40,SAGAT,4.902
202603,40,M. BISON,3.655
202603,40,TERRY,4.303
202603,40,MAI,3.222
202603,40,ELENA,2.565
202603,40,C. VIPER,2.722
202603,40,ALEX,6.124
202603,41,RYU,4.889
202603,41,LUKE,5.52
202603,41,KIMBERLY,2.702
202603,41,CHUN-LI,2.353
202603,41,MANON,2.668
202603,41,ZANGIEF,2.574
202603,41,JP,5.155
202603,41,DHALSIM,1.752
202603,41,CAMMY,4.291
202603,41,KEN,5.092
202603,41,DEE JAY,3.978
202603,41,LILY,1.205
202603,41,A.K.I.,3.288
202603,41,RASHID,2.485
202603,41,BLANKA,2.094
202603,41,JURI,4.912
202603,41,MARISA,3.287
202603,41,GUILE,1.92
202603,41,ED,3.478
202603,41,E. HONDA,2.122
202603,41,JAMIE,3.712
202603,41,AKUMA,5.097
202603,41,SAGAT,4.767
202603,41,M. BISON,3.961
202603,41,TERRY,3.817
202603,41,MAI,2.879
202603,41,ELENA,2.426
202603,41,C. VIPER,2.764
202603,41,ALEX,4.81
202603,42,RYU,3.843
202603,42,LUKE,5.016
202603,42,KIMBERLY,3.273
202603,42,CHUN-LI,3.048
202603,42,MANON,2.634
202603,42,ZANGIEF,2.624
202603,42,JP,5.721
202603,42,DHALSIM,2.311
202603,42,CAMMY,4.454
202603,42,KEN,4.833
202603,42,DEE JAY,4.298
202603,42,LILY,1.935
202603,42,A.K.I.,3.039
202603,42,RASHID,2.777
202603,42,BLANKA,3.062
202603,42,JURI,4.487
202603,42,MARISA,3.772
202603,42,GUILE,2.079
202603,42,ED,2.976
202603,42,E. HONDA,2.615
202603,42,JAMIE,3.346
202603,42,AKUMA,3.751
202603,42,SAGAT,4.226
202603,42,M. BISON,3.738
202603,42,TERRY,3.678
202603,42,MAI,3.275
202603,42,ELENA,3.033
202603,42,C. VIPER,2.794
202603,42,ALEX,3.362
202604,36,RYU,8.147
202604,36,LUKE,3.794
202604,36,KIMBERLY,1.133
202604,36,CHUN-LI,1.741
202604,36,MANON,1.994
202604,36,ZANGIEF,3.901
202604,36,JP,3.395
202604,36,DHALSIM,0.737
202604,36,CAMMY,3.829
202604,36,KEN,5.649
202604,36,DEE JAY,2.081
202604,36,LILY,0.791
202604,36,A.K.I.,2.079
202604,36,RASHID,1.397
202604,36,BLANKA,1.084
202604,36,JURI,4.822
202604,36,MARISA,2.422
202604,36,GUILE,1.489
202604,36,ED,3.688
202604,36,E. HONDA,0.942
202604,36,JAMIE,4.637
202604,36,AKUMA,7.445
202604,36,SAGAT,5.245
202604,36,M. BISON,3.46
202604,36,TERRY,4.942
202604,36,MAI,3.862
202604,36,ELENA,2.036
202604,36,C. VIPER,2.194
202604,36,ALEX,11.064
202604,40,RYU,6.013
202604,40,LUKE,4.644
202604,40,KIMBERLY,2.094
202604,40,CHUN-LI,2.335
202604,40,MANON,2.14
202604,40,ZANGIEF,2.779
202604,40,JP,4.463
202604,40,DHALSIM,1.198
202604,40,CAMMY,3.661
202604,40,KEN,5.535
202604,40,DEE JAY,2.944
202604,40,LILY,0.936
202604,40,A.K.I.,2.66
202604,40,RASHID,1.999
202604,40,BLANKA,1.514
202604,40,JURI,4.863
202604,40,MARISA,2.805
202604,40,GUILE,1.678
202604,40,ED,3.031
202604,40,E. HONDA,1.474
202604,40,JAMIE,4.132
202604,40,AKUMA,4.92
202604,40,SAGAT,5.685
202604,40,M. BISON,3.865
202604,40,TERRY,4.606
202604,40,MAI,3.36
202604,40,ELENA,2.589
202604,40,C. VIPER,2.856
202604,40,ALEX,9.22
202604,41,RYU,5.249
202604,41,LUKE,4.933
202604,41,KIMBERLY,2.566
202604,41,CHUN-LI,2.439
202604,41,MANON,2.306
202604,41,ZANGIEF,2.411
202604,41,JP,4.888
202604,41,DHALSIM,1.593
202604,41,CAMMY,3.972
202604,41,KEN,5.06
202604,41,DEE JAY,3.439
202604,41,LILY,1.107
202604,41,A.K.I.,2.932
202604,41,RASHID,2.375
202604,41,BLANKA,1.814
202604,41,JURI,4.851
202604,41,MARISA,3.059
202604,41,GUILE,2.112
202604,41,ED,2.985
202604,41,E. HONDA,1.984
202604,41,JAMIE,3.698
202604,41,AKUMA,4.5
202604,41,SAGAT,5.333
202604,41,M. BISON,3.726
202604,41,TERRY,4.093
202604,41,MAI,2.882
202604,41,ELENA,2.766
202604,41,C. VIPER,2.929
202604,41,ALEX,8
202604,42,RYU,3.7
202604,42,LUKE,4.525
202604,42,KIMBERLY,3.298
202604,42,CHUN-LI,2.676
202604,42,MANON,2.593
202604,42,ZANGIEF,2.619
202604,42,JP,5.361
202604,42,DHALSIM,2.357
202604,42,CAMMY,3.994
202604,42,KEN,4.527
202604,42,DEE JAY,4.048
202604,42,LILY,1.723
202604,42,A.K.I.,3.122
202604,42,RASHID,2.774
202604,42,BLANKA,3.19
202604,42,JURI,4.327
202604,42,MARISA,3.379
202604,42,GUILE,2.191
202604,42,ED,3.03
202604,42,E. HONDA,2.374
202604,42,JAMIE,3.406
202604,42,AKUMA,3.347
202604,42,SAGAT,4.743
202604,42,M. BISON,4.225
202604,42,TERRY,4.258
202604,42,MAI,3.265
202604,42,ELENA,2.979
202604,42,C. VIPER,2.912
202604,42,ALEX,5.057
202605,36,RYU,8.632
202605,36,LUKE,3.528
202605,36,KIMBERLY,1.262
202605,36,CHUN-LI,1.752
202605,36,MANON,2.163
202605,36,ZANGIEF,4.191
202605,36,JP,3.788
202605,36,DHALSIM,0.802
202605,36,CAMMY,4.086
202605,36,KEN,5.639
202605,36,DEE JAY,2.17
202605,36,LILY,0.79
202605,36,A.K.I.,2.392
202605,36,RASHID,1.42
202605,36,BLANKA,1.219
202605,36,JURI,4.83
202605,36,MARISA,2.591
202605,36,GUILE,1.526
202605,36,ED,3.448
202605,36,E. HONDA,1.081
202605,36,JAMIE,4.347
202605,36,AKUMA,9.235
202605,36,SAGAT,4.842
202605,36,M. BISON,3.599
202605,36,TERRY,4.444
202605,36,MAI,4.382
202605,36,ELENA,2.022
202605,36,C. VIPER,2.04
202605,36,ALEX,6.254
202605,36,INGRID,1.524
202605,40,RYU,5.889
202605,40,LUKE,4.304
202605,40,KIMBERLY,2.595
202605,40,CHUN-LI,2.298
202605,40,MANON,2.33
202605,40,ZANGIEF,2.87
202605,40,JP,5.116
202605,40,DHALSIM,1.534
202605,40,CAMMY,4.04
202605,40,KEN,4.95
202605,40,DEE JAY,3.148
202605,40,LILY,1.033
202605,40,A.K.I.,3.277
202605,40,RASHID,2.112
202605,40,BLANKA,1.899
202605,40,JURI,4.76
202605,40,MARISA,3.214
202605,40,GUILE,1.99
202605,40,ED,2.94
202605,40,E. HONDA,1.803
202605,40,JAMIE,3.67
202605,40,AKUMA,5.965
202605,40,SAGAT,4.814
202605,40,M. BISON,4.229
202605,40,TERRY,3.745
202605,40,MAI,3.44
202605,40,ELENA,2.484
202605,40,C. VIPER,2.793
202605,40,ALEX,4.941
202605,40,INGRID,1.819
202605,41,RYU,4.555
202605,41,LUKE,4.164
202605,41,KIMBERLY,3.238
202605,41,CHUN-LI,2.323
202605,41,MANON,2.663
202605,41,ZANGIEF,2.602
202605,41,JP,5.355
202605,41,DHALSIM,1.986
202605,41,CAMMY,4.261
202605,41,KEN,4.567
202605,41,DEE JAY,3.494
202605,41,LILY,1.19
202605,41,A.K.I.,3.516
202605,41,RASHID,2.519
202605,41,BLANKA,2.584
202605,41,JURI,4.547
202605,41,MARISA,3.464
202605,41,GUILE,2.172
202605,41,ED,3.013
202605,41,E. HONDA,2.428
202605,41,JAMIE,3.462
202605,41,AKUMA,5.064
202605,41,SAGAT,4.143
202605,41,M. BISON,4.248
202605,41,TERRY,3.376
202605,41,MAI,3.18
202605,41,ELENA,2.606
202605,41,C. VIPER,3.152
202605,41,ALEX,4.353
202605,41,INGRID,1.777
202605,42,RYU,3.864
202605,42,LUKE,3.684
202605,42,KIMBERLY,3.554
202605,42,CHUN-LI,2.517
202605,42,MANON,2.169
202605,42,ZANGIEF,2.833
202605,42,JP,5.486
202605,42,DHALSIM,2.606
202605,42,CAMMY,4.314
202605,42,KEN,3.936
202605,42,DEE JAY,4.551
202605,42,LILY,1.952
202605,42,A.K.I.,2.98
202605,42,RASHID,2.926
202605,42,BLANKA,2.978
202605,42,JURI,3.727
202605,42,MARISA,3.83
202605,42,GUILE,2.515
202605,42,ED,2.51
202605,42,E. HONDA,2.397
202605,42,JAMIE,3.535
202605,42,AKUMA,4.203
202605,42,SAGAT,3.776
202605,42,M. BISON,4.386
202605,42,TERRY,3.599
202605,42,MAI,3.749
202605,42,ELENA,2.931
202605,42,C. VIPER,3.008
202605,42,ALEX,3.708
202605,42,INGRID,1.774
